monotonic_time_ns,ros_time_sec,ros_time_nsec,node_name,pid,cache_references,cache_misses,cache_reference_delta,cache_miss_delta,cache_miss_rate_percent,cache_hit_rate_percent,counters_valid
4040134395635,1779707256,597201468,static_baselink_to_imu,21086,1384927,23102,0,0,0.000000,-1.000000,true
4040134395635,1779707256,597201468,static_baselink_to_laser,21080,0,0,0,0,0.000000,-1.000000,true
4040134395635,1779707256,597201468,system_monitor,21058,231864203,5133870,31830795,708415,2.225565,97.774435,true
4040134395635,1779707256,597201468,vesc_driver_node,21052,18234750,571003,1856815,57603,3.102248,96.897752,true
4040134395635,1779707256,597201468,vesc_to_odom_node,21054,27733543,1560960,3595167,211269,5.876472,94.123528,true
4040334392755,1779707256,792142238,ackermann_mux,21060,1435131,26567,0,0,0.000000,-1.000000,true
4040334392755,1779707256,792142238,ackermann_to_vesc_node,21056,25476863,928877,2944648,108870,3.697216,96.302784,true
4040334392755,1779707256,792142238,ekf_localization,20908,23412850,1060315,2091631,109635,5.241603,94.758397,true
4040334392755,1779707256,792142238,gpu_amcl_cpp,20906,82245182,1797796,2394493,103643,4.328390,95.671610,true
4040334392755,1779707256,792142238,hokuyo_scip_driver,21062,0,0,0,0,0.000000,-1.000000,true
4040334392755,1779707256,792142238,lateral_planner_node,21194,524894,18146,524894,18146,3.457079,96.542921,true
4040334392755,1779707256,792142238,lifecycle_manager_map,21050,518474,9592,0,0,0.000000,-1.000000,true
4040334392755,1779707256,792142238,map_server,21048,4876297,139815,152113,6151,4.043704,95.956296,true
