label,score,passed,failed,max_lat_err,avg_lat_err,max_hdg_err,avg_hdg_err,max_vx,avg_vel_err,max_vel_err,avg_solve_us,max_solve_us,wall_collisions,time_above_5ms,avg_iters,status,ADMM_ALPHA,ADMM_RHO,ADMM_RHO_U,ADMM_TOL,MAX_ADMM_ITER,MIN_LIN_VEL,N,Q_HDG,Q_LAT,Q_LAT_VEL,Q_VEL,Q_YAW,R_ACCEL,R_STEER,STABILITY_LIMIT,WALL_END,WALL_MARGIN,WALL_START,WALL_STRIDE,WP_ADVANCE_MAX,W_ACCEL_RATE,W_DELTA_ACT,W_JERK,dt
dt=0.04+N=10+WE=8+WM=0.04,600.0,4,2,0.1442,0.0011,0.1751,0.0017,3.78,0.0295,2.3189,27.7,4110.3,1,0.0,1.2,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,8,0.04,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=10+WE=8+WM=0.02,600.0,4,2,0.1442,0.0011,0.1751,0.0017,3.78,0.0295,2.3189,9.6,61.0,1,0.0,1.2,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,8,0.02,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=10+WE=6+WM=0.3,600.0,4,2,0.1442,0.0011,0.1751,0.0017,3.8,0.0296,2.3189,18.7,3037.0,1,0.0,1.2,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,6,0.3,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=10+WE=8+WM=0.03,600.0,4,2,0.1442,0.0011,0.1751,0.0017,3.78,0.0295,2.3189,9.3,56.0,1,0.0,1.2,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,8,0.03,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=10+WE=8+WM=0.08,600.0,4,2,0.1442,0.0011,0.1751,0.0017,3.78,0.0295,2.3189,15.3,3044.8,1,0.0,1.2,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,8,0.08,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=10+WE=9+WM=0.01,600.0,4,2,0.1442,0.0011,0.1751,0.0017,3.78,0.0295,2.3189,20.3,3044.6,1,0.0,1.2,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,9,0.01,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=10+WE=8+WM=0.15,600.0,4,2,0.1442,0.0011,0.1751,0.0017,3.78,0.0295,2.3189,28.9,6370.1,1,0.0,1.2,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,8,0.15,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=10+WE=8+WM=0.3,600.0,4,2,0.1442,0.0011,0.1751,0.0017,3.8,0.0296,2.3189,8.6,72.9,1,0.0,1.2,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,8,0.3,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=10+WE=8+WM=0.1,600.0,4,2,0.1442,0.0011,0.1751,0.0017,3.78,0.0295,2.3189,20.7,3125.6,1,0.0,1.2,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,8,0.1,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=10+WE=8+WM=0.2,600.0,4,2,0.1442,0.0011,0.1751,0.0017,3.8,0.0296,2.3189,13.1,2045.0,1,0.0,1.2,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,8,0.2,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=10+WE=9+WM=0.0,600.0,4,2,0.1442,0.0011,0.1751,0.0017,3.77,0.0295,2.3189,11.4,799.7,1,0.0,1.2,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,9,0.0,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=10+WE=9+WM=0.02,600.0,4,2,0.1442,0.0011,0.1751,0.0017,3.78,0.0295,2.3189,8.9,61.4,1,0.0,1.2,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,9,0.02,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=10+WE=9+WM=0.04,600.0,4,2,0.1442,0.0011,0.1751,0.0017,3.8,0.0296,2.3189,9.0,71.4,1,0.0,1.2,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,9,0.04,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=10+WE=9+WM=0.03,600.0,4,2,0.1442,0.0011,0.1751,0.0017,3.78,0.0296,2.3189,10.2,62.8,1,0.0,1.2,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,9,0.03,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=10+WE=9+WM=0.05,600.0,4,2,0.1442,0.0011,0.1751,0.0017,3.78,0.0296,2.3189,24.6,3068.0,1,0.0,1.2,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,9,0.05,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=10+WE=9+WM=0.1,600.0,4,2,0.1442,0.0011,0.1751,0.0017,3.78,0.0296,2.3189,20.3,3064.6,1,0.0,1.2,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,9,0.1,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=10+WE=9+WM=0.15,600.0,4,2,0.1442,0.0012,0.1751,0.0016,3.78,0.0295,2.3189,18.4,2183.3,1,0.0,1.2,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,9,0.15,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=10+WE=9+WM=0.08,600.0,4,2,0.1442,0.0011,0.1751,0.0017,3.8,0.0296,2.3189,17.9,4037.8,1,0.0,1.2,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,9,0.08,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=10+WE=9+WM=0.3,600.0,4,2,0.1442,0.0012,0.1751,0.0016,3.79,0.0295,2.3189,17.1,2187.3,1,0.0,1.2,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,9,0.3,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=11+WE=4+WM=0.01,600.0,4,2,0.1454,0.0017,0.1691,0.0017,4.07,0.0309,2.3189,36.1,5643.8,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,4,0.01,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=10+WE=9+WM=0.2,600.0,4,2,0.1442,0.0012,0.1751,0.0016,3.8,0.0295,2.3189,10.5,446.9,1,0.0,1.2,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,9,0.2,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=11+WE=4+WM=0.03,600.0,4,2,0.1454,0.0017,0.1691,0.0017,4.07,0.0309,2.3189,12.6,56.3,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,4,0.03,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=11+WE=4+WM=0.02,600.0,4,2,0.1454,0.0017,0.1691,0.0017,4.07,0.0309,2.3189,28.5,3071.0,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,4,0.02,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=11+WE=4+WM=0.04,600.0,4,2,0.1454,0.0017,0.1691,0.0017,4.07,0.0309,2.3189,23.7,3503.9,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,4,0.04,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=11+WE=4+WM=0.0,600.0,4,2,0.1454,0.0017,0.1691,0.0017,4.07,0.0309,2.3189,11.6,52.2,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,4,0.0,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=11+WE=4+WM=0.05,600.0,4,2,0.1454,0.0017,0.1691,0.0017,4.07,0.0309,2.3189,13.3,119.7,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,4,0.05,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=11+WE=4+WM=0.08,600.0,4,2,0.1454,0.0017,0.1691,0.0017,4.07,0.0309,2.3189,24.6,3062.6,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,4,0.08,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=11+WE=4+WM=0.1,600.0,4,2,0.1454,0.0017,0.1691,0.0017,4.07,0.0309,2.3189,12.9,227.5,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,4,0.1,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=11+WE=4+WM=0.15,600.0,4,2,0.1454,0.0017,0.1691,0.0017,4.07,0.0309,2.3189,22.8,3062.9,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,4,0.15,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=11+WE=4+WM=0.2,600.0,4,2,0.1454,0.0017,0.1691,0.0017,4.07,0.0309,2.3189,17.6,2405.4,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,4,0.2,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=11+WE=4+WM=0.3,600.0,4,2,0.1454,0.0017,0.1691,0.0017,4.07,0.0309,2.3189,23.9,3122.3,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,4,0.3,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=11+WE=6+WM=0.01,600.0,4,2,0.1454,0.0017,0.17,0.0017,4.06,0.0309,2.3331,25.6,4035.2,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,6,0.01,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=11+WE=6+WM=0.02,600.0,4,2,0.1454,0.0017,0.17,0.0017,4.06,0.0309,2.3331,27.8,4055.3,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,6,0.02,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=11+WE=6+WM=0.04,600.0,4,2,0.1454,0.0017,0.17,0.0017,4.06,0.0309,2.3331,21.2,4503.6,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,6,0.04,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=11+WE=6+WM=0.0,600.0,4,2,0.1454,0.0017,0.17,0.0017,4.06,0.0309,2.3331,12.5,69.7,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,6,0.0,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=11+WE=6+WM=0.03,600.0,4,2,0.1454,0.0017,0.17,0.0017,4.06,0.0309,2.3331,30.2,3060.7,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=11+WE=6+WM=0.15,600.0,4,2,0.1454,0.0017,0.17,0.0017,4.06,0.0309,2.3331,13.0,87.3,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,6,0.15,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=11+WE=6+WM=0.1,600.0,4,2,0.1454,0.0017,0.17,0.0017,4.06,0.0309,2.3331,29.0,3052.7,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,6,0.1,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=11+WE=6+WM=0.05,600.0,4,2,0.1454,0.0017,0.17,0.0017,4.06,0.0309,2.3331,31.1,6058.7,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,6,0.05,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=11+WE=6+WM=0.08,600.0,4,2,0.1454,0.0017,0.17,0.0017,4.06,0.0309,2.3331,17.4,601.2,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,6,0.08,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=11+WE=6+WM=0.2,600.0,4,2,0.1454,0.0017,0.1691,0.0017,4.07,0.0309,2.3189,28.9,3042.8,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,6,0.2,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=11+WE=6+WM=0.3,600.0,4,2,0.1456,0.0017,0.1742,0.0017,4.09,0.0308,2.3189,13.1,95.3,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,6,0.3,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=11+WE=8+WM=0.01,600.0,4,2,0.1454,0.0017,0.17,0.0017,4.06,0.0309,2.3331,14.2,460.3,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,8,0.01,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=11+WE=8+WM=0.0,600.0,4,2,0.1454,0.0017,0.17,0.0017,4.06,0.0309,2.3331,18.4,3042.9,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,8,0.0,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=11+WE=8+WM=0.02,600.0,4,2,0.1454,0.0017,0.17,0.0017,4.06,0.0309,2.3331,17.2,2051.0,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,8,0.02,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=11+WE=8+WM=0.04,600.0,4,2,0.1454,0.0017,0.17,0.0017,4.06,0.0309,2.3331,23.9,3363.3,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,8,0.04,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=11+WE=8+WM=0.1,600.0,4,2,0.1454,0.0017,0.17,0.0017,4.06,0.0309,2.3331,14.0,148.6,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,8,0.1,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=11+WE=8+WM=0.05,600.0,4,2,0.1454,0.0017,0.17,0.0017,4.06,0.0309,2.3331,23.1,3333.5,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,8,0.05,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=11+WE=8+WM=0.08,600.0,4,2,0.1454,0.0017,0.17,0.0017,4.06,0.0309,2.3331,17.1,707.1,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,8,0.08,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=11+WE=8+WM=0.03,600.0,4,2,0.1454,0.0017,0.17,0.0017,4.06,0.0309,2.3331,24.5,3463.4,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,8,0.03,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=11+WE=8+WM=0.15,600.0,4,2,0.1454,0.0017,0.17,0.0017,4.06,0.0309,2.3331,13.5,71.3,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,8,0.15,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=11+WE=9+WM=0.0,600.0,4,2,0.1454,0.0017,0.1712,0.0017,4.08,0.0309,2.3189,22.1,4039.7,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,9,0.0,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=11+WE=8+WM=0.3,600.0,4,2,0.1456,0.0017,0.1742,0.0017,4.09,0.0308,2.3189,27.8,2435.9,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,8,0.3,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=11+WE=9+WM=0.01,600.0,4,2,0.1454,0.0017,0.1712,0.0017,4.08,0.0309,2.3189,13.9,680.0,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,9,0.01,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=11+WE=8+WM=0.2,600.0,4,2,0.1454,0.0017,0.1691,0.0017,4.07,0.0309,2.3189,27.8,3049.5,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,8,0.2,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=11+WE=9+WM=0.02,600.0,4,2,0.1454,0.0017,0.1712,0.0017,4.08,0.0309,2.3189,21.5,2692.0,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,9,0.02,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=11+WE=9+WM=0.03,600.0,4,2,0.1454,0.0017,0.1712,0.0017,4.08,0.0309,2.3189,32.9,5051.1,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,9,0.03,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=11+WE=9+WM=0.04,600.0,4,2,0.1454,0.0017,0.1712,0.0017,4.08,0.0309,2.3189,14.0,234.6,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,9,0.04,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=11+WE=9+WM=0.1,600.0,4,2,0.1454,0.0017,0.1712,0.0017,4.07,0.0309,2.3189,13.6,120.9,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,9,0.1,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=11+WE=9+WM=0.08,600.0,4,2,0.1454,0.0017,0.1712,0.0017,4.08,0.0309,2.3189,13.4,157.6,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,9,0.08,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=11+WE=9+WM=0.2,600.0,4,2,0.1462,0.0018,0.1733,0.0017,4.08,0.0309,2.3189,13.1,71.9,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,9,0.2,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=11+WE=9+WM=0.05,600.0,4,2,0.1454,0.0017,0.1712,0.0017,4.08,0.0309,2.3189,26.5,5114.4,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,9,0.05,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=11+WE=9+WM=0.3,600.0,4,2,0.1501,0.0018,0.1694,0.0016,4.05,0.0308,2.3738,14.0,890.8,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,9,0.3,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=11+WE=9+WM=0.15,600.0,4,2,0.1454,0.0017,0.1706,0.0017,4.08,0.0309,2.3189,27.4,3039.5,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,9,0.15,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=11+WE=10+WM=0.0,600.0,4,2,0.1454,0.0017,0.1712,0.0017,4.08,0.0309,2.3189,29.2,3063.5,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,10,0.0,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=11+WE=10+WM=0.02,600.0,4,2,0.1454,0.0017,0.1712,0.0017,4.08,0.0309,2.3189,12.6,57.3,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,10,0.02,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=11+WE=10+WM=0.05,600.0,4,2,0.1454,0.0017,0.1712,0.0017,4.08,0.0309,2.3189,13.2,61.7,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,10,0.05,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=11+WE=10+WM=0.01,600.0,4,2,0.1454,0.0017,0.1712,0.0017,4.08,0.0309,2.3189,30.4,3074.3,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,10,0.01,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=11+WE=10+WM=0.03,600.0,4,2,0.1454,0.0017,0.1712,0.0017,4.08,0.0309,2.3189,31.1,3088.1,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,10,0.03,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=11+WE=10+WM=0.04,600.0,4,2,0.1454,0.0017,0.1712,0.0017,4.08,0.0309,2.3189,16.8,1901.9,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,10,0.04,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=11+WE=10+WM=0.08,600.0,4,2,0.1454,0.0017,0.1712,0.0017,4.08,0.0309,2.3189,12.9,87.6,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,10,0.08,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=11+WE=10+WM=0.1,600.0,4,2,0.1454,0.0017,0.1712,0.0017,4.07,0.0309,2.3189,13.6,66.6,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,10,0.1,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=11+WE=10+WM=0.15,600.0,4,2,0.1454,0.0017,0.1706,0.0017,4.08,0.0309,2.3189,31.0,3079.6,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,10,0.15,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=12+WE=4+WM=0.0,600.0,4,2,0.1806,0.0024,0.2035,0.0017,4.06,0.0319,2.4044,16.8,839.8,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,12,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,4,0.0,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=11+WE=10+WM=0.3,600.0,4,2,0.1501,0.0018,0.1694,0.0016,4.05,0.0308,2.3738,30.2,3043.1,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,10,0.3,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=11+WE=10+WM=0.2,600.0,4,2,0.1462,0.0018,0.1733,0.0017,4.08,0.0309,2.3189,14.2,73.7,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,11,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,10,0.2,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=12+WE=4+WM=0.01,600.0,4,2,0.1806,0.0024,0.2035,0.0017,4.06,0.0319,2.4044,30.3,3074.2,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,12,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,4,0.01,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=12+WE=4+WM=0.02,600.0,4,2,0.1806,0.0024,0.2035,0.0017,4.06,0.0319,2.4044,66.4,6688.8,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,12,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,4,0.02,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=12+WE=4+WM=0.03,600.0,4,2,0.1806,0.0024,0.2035,0.0017,4.06,0.0319,2.4044,30.4,3048.1,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,12,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,4,0.03,1,4,10,0.1,0.53,0.3,0.04
